saddr,success,ttl
77.70.255.250,0,244
84.234.155.219,1,60
185.178.7.63,0,55
89.10.134.184,0,55
84.49.147.45,0,55
79.160.38.90,1,124
81.191.27.239,0,53
185.144.128.226,0,250
217.144.253.171,1,57
82.134.93.199,0,56
85.252.104.94,0,247
185.62.163.39,1,245
80.232.64.6,0,247
62.176.223.208,0,249
213.161.246.111,0,246
84.205.62.19,0,53
185.226.151.99,0,58
80.202.235.198,0,57
194.127.198.163,0,251
89.10.246.181,0,55
5.100.187.179,0,5
80.232.2.34,0,52
77.88.86.218,0,56
84.205.40.210,1,50
62.92.109.1,0,56
89.250.118.3,1,248
212.89.122.57,0,55
89.151.255.58,0,251
213.161.249.161,0,246
80.239.110.145,0,52
79.160.136.204,0,59
89.10.246.5,0,55
195.181.154.226,0,67
87.238.47.128,0,60
155.4.4.51,0,48
62.89.53.184,0,57
176.125.244.150,0,56
193.58.241.99,0,58
5.100.176.170,0,5
109.247.86.79,0,252
82.194.208.145,1,52
89.10.132.4,0,247
84.234.155.219,1,60
82.134.6.160,0,249
195.254.202.2,0,248
79.160.178.219,0,252
82.148.177.181,0,55
84.205.39.49,1,51
95.141.92.137,0,250
217.144.253.171,1,57
89.10.126.37,0,55
212.20.203.76,0,249
80.232.108.182,1,56
195.204.32.125,0,245
139.106.83.120,0,58
85.19.221.185,0,245
84.16.199.209,0,250
84.205.40.210,1,50
193.220.53.54,1,49
91.90.109.161,0,208
134.90.147.21,0,251
185.195.141.181,0,57
82.199.30.112,0,55
84.205.35.179,1,51
80.232.93.21,0,248
141.0.85.96,0,250
85.164.232.195,1,53
178.174.119.152,0,56
87.238.44.235,0,60
89.10.180.223,0,247
188.93.191.47,0,245
89.10.47.82,0,251
89.10.147.227,0,56
139.98.38.213,0,56
84.48.109.193,0,56
87.248.23.73,0,56
185.170.250.166,0,57
84.205.39.49,1,51
89.10.167.136,0,57
185.101.0.39,0,251
77.223.170.27,0,52
94.124.74.187,0,249
213.161.176.98,0,243
80.232.108.182,1,56
91.227.249.251,0,57
213.184.208.128,0,246
193.220.53.54,1,49
158.37.63.55,0,56
84.205.35.179,1,51
85.164.232.195,1,53
147.12.35.64,0,53
80.202.235.91,0,57
185.47.42.189,0,58
185.226.151.206,0,58
193.156.214.239,0,238
79.135.24.64,1,52
77.18.159.84,0,244
84.234.155.219,1,60
79.160.38.90,1,124
89.10.176.81,0,247
45.138.239.47,0,248
217.144.253.171,1,57
185.62.163.39,1,245
81.175.2.19,0,245
89.10.161.52,0,57
83.243.216.37,0,55
84.205.40.210,1,50
89.250.118.3,1,248
84.210.152.230,0,54
84.210.192.159,0,57
178.232.116.174,0,56
195.159.29.12,0,55
83.243.249.133,0,55
81.166.74.112,0,60
82.194.208.145,1,52
80.203.83.148,0,60
91.220.196.172,0,58
188.113.122.199,0,58
81.27.46.247,0,56
178.232.32.155,0,54
83.243.208.224,0,55
178.232.167.33,0,54
84.210.193.30,0,56
80.91.32.48,0,248
82.199.16.237,0,54
195.95.236.193,0,58
81.93.164.96,0,248
